news_id,user_name,screen_name,time_of_tweet,retweet_count,news_tweet,hashtags,hashtags_sensitive
1121425682591100928,DR Movie News 🎥,DRMovieNews1,Thu Apr 25 14:48:12 +0000 2019,28,BOX OFFICE: Disney &amp; @MarvelStudios have officially secured the widest domestic launch in HISTORY as #AvengersEndgame is set to open in a whopping 4|662 theaters this weekend. The previous record was DESPICABLE ME 3 (4|529 theaters).||Records shall fall. Stay tuned| Marvelites... https://t.co/ywAx8Mx7y5 ,AvengersEndgame,AvengersEndgame
1121421738145910788,DR Movie News 🎥,DRMovieNews1,Thu Apr 25 14:32:32 +0000 2019,45,BOX OFFICE: #AvengersEndgame is shattering records overseas| bringing in $169 MILLION in its opening day (25 major markets).||• China $107.5M|• South Korea $8.4M|• Australia $7M|• France $6M|• Italy $5.8M|• Germany $5.6M|• Philippines $3.9M|• Hong Kong $2.7M||Stay tuned. https://t.co/50KxtB8XPQ ,AvengersEndgame,AvengersEndgame
1121415897237917697,DR Movie News 🎥,DRMovieNews1,Thu Apr 25 14:09:19 +0000 2019,13,Today| the #RoadToEndgame comes to an end...||Join us as we break down the final KEY moments from AVENGERS: INFINITY WAR in preparation for #AvengersEndgame! Lots of coverage today. Turn on notifications| guys!||Thanks for supporting &amp; embarking on this awesome recap with us! https://t.co/XVaZQpTbjQ ,RoadToEndgame,RoadToEndgame
1121415897237917697,DR Movie News 🎥,DRMovieNews1,Thu Apr 25 14:09:19 +0000 2019,13,Today| the #RoadToEndgame comes to an end...||Join us as we break down the final KEY moments from AVENGERS: INFINITY WAR in preparation for #AvengersEndgame! Lots of coverage today. Turn on notifications| guys!||Thanks for supporting &amp; embarking on this awesome recap with us! https://t.co/XVaZQpTbjQ ,AvengersEndgame,AvengersEndgame
1121209113336328192,DR Movie News 🎥,DRMovieNews1,Thu Apr 25 00:27:38 +0000 2019,33, I Had To  (AVENGERS: INFINITY WAR| 2018)||We never understood why people say this scene is  out of character  for Quill| especially when he had the exact same knee-jerk reaction to Ego admitting to killing his mother. A beautifully natural &amp; heartbreaking scene. #RoadToEndgame https://t.co/XUBLSY9Fli ,RoadToEndgame,RoadToEndgame
1121169887269916674,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 21:51:46 +0000 2019,26, Stormbreaker  (AVENGERS: INFINITY WAR| 2018)||Never have we cheered this much during a Marvel film (any movie ever?). It's unrelentingly intense| while also feeling incredibly earned. You truly believe that Thor is about to complete his arch &amp; defeat Thanos... #RoadToEndgame https://t.co/qdZ5s8Qv3M ,RoadToEndgame,RoadToEndgame
1121132046741643264,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 19:21:24 +0000 2019,16, Even For You  (AVENGERS: INFINITY WAR| 2018)||Beautiful cinematography| the heartbreakingly epic Silvestri score| stunning visual effects| an unexpected cameo| &amp; amazing performances bring this disturbingly saddening moment to life. A phenomenally executed scene. #RoadToEndgame https://t.co/f7qGhSez72 ,RoadToEndgame,RoadToEndgame
1121097484640641031,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 17:04:03 +0000 2019,25, One  (AVENGERS: INFINITY WAR| 2018)||One of the most| if not the most pivotal line of dialogue in the entire film. It single-handedly establishes the massive stakes for the rest of INFINITY WAR| but also for ENDGAME. #RoadToEndgame https://t.co/GH2rPuRGjL ,RoadToEndgame,RoadToEndgame
1121071781354274817,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 15:21:55 +0000 2019,33,BOX OFFICE: #AvengersEndgame delivered a RECORD BREAKING $107.2M Opening Day in China| including the $28M from midnight shows.||Supported by incredible audience word-of-mouth| the film is well on it's way to a record $290-300M+ 5-Day debut in the Middle Kingdom. https://t.co/Po8LksjD5R ,AvengersEndgame,AvengersEndgame
1121070033629847554,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 15:14:59 +0000 2019,14, I'd Hope You'd Sit In It One Day  (AVENGERS: INFINITY WAR| 2018)||A brilliantly subtle &amp; beautifully shot scene. How often do you see a giant sympathetic villain who refuses to raise his voice to prove a point? You can feel the years of history between these two. #RoadToEndgame https://t.co/EQoNwRKKWa ,RoadToEndgame,RoadToEndgame
1121056001527025665,DR Movie News 🎥,DRMovieNews1,Wed Apr 24 14:19:13 +0000 2019,15,The #AvengersEndgame review consensus is better than anyone could've imagined.||The film sports a magnificent 97% Certified Fresh on @RottenTomatoes (125 reviews in) &amp; an impressive  77  on @metacritic. *Subject to change*||In comparison:|• INFINITY WAR (85% RT|  68  Metacritic) https://t.co/KtPic5p02M ,AvengersEndgame,AvengersEndgame
1120809596774490114,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 22:00:06 +0000 2019,10,Official Reviews for #AvengerEndgame have dropped online... https://t.co/x9xgu0VID0 ,AvengerEndgame,AvengerEndgame
1120806832841342977,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 21:49:07 +0000 2019,14, Reality is Knowhere  (AVENGERS: INFINITY WAR| 2018)||A brilliantly executed moment that introduces the full potential of the reality stone. This scene is an emotional roller coaster. Thanos' deceptions| Faking Drax &amp; Mantis' death| Quill shooting Gamora: HEAVY. #RoadToEndgame https://t.co/wgPTTBxzLr ,RoadToEndgame,RoadToEndgame
1120804442390126592,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 21:39:37 +0000 2019,6,BREAKING: James Wan is set to produce a new adaptation of Stephen King's #SalemsLot| with Gary Dauberman (IT| ANNABELLE COMES HOME) writing the script &amp; executive producing for New Line Cinema.||No director has been attached as of yet. Wan🤞 Dauberman🤞 Muschietti🤞... https://t.co/NvKavHuu3v ,SalemsLot,SalemsLot
1120799224545849345,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 21:18:53 +0000 2019,16,BREAKING: Leonardo DiCaprio has officially entered talks to star in #NightmareAlley| a new thriller directed by Guillermo del Toro for Fox Searchlight.||The film is centered around a  corrupt con-man who teams up with a female psychiatrist to trick people into giving them money . https://t.co/AaSIx5mmYQ ,NightmareAlley,NightmareAlley
1120796974800875520,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 21:09:56 +0000 2019,11,BREAKING: Ben Affleck is back in the director's chair &amp; attached to star in Universal Pictures' #GhostArmy.||The film is a World War II drama| based off a book by Rick Beyer &amp; Elizabeth Sayles| &amp; will be adapted by TRUE DETECTIVE's screenwriter Nic Pizzolato... https://t.co/8PLVW8tQ8u ,GhostArmy,GhostArmy
1120788801700474887,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 20:37:28 +0000 2019,17,BOX OFFICE: @Fandango is reporting that #AvengersEndgame has already sold out MORE than 4|000 shows nationwide PRE-RELEASE. Fandango's Erik Davis adds|  I have also never seen this many showtimes added for a movie since tickets went on sale ... https://t.co/rmh1FmghYl ,AvengersEndgame,AvengersEndgame
1120783103612481538,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 20:14:49 +0000 2019,8,Thoughts on the #GodzillaKingOfTheMonsters Final Trailer:||The sheer scale &amp; size of this film is absolutely incredible. From the colorful cinematography| flawless visual effects| &amp; (what seems to be) interesting story| we couldn't be more excited for this monster mash... https://t.co/moEIFu7shy ,GodzillaKingOfTheMonsters,GodzillaKingOfTheMonsters
1120781229501165575,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 20:07:22 +0000 2019,6,Our thoughts on the #GeminiMan Trailer:||The trailer could've been stronger on it's own| but the ideas &amp; visuals on display are quite impressive. Seeing Ang Lee back directing is a treat| but him doing an action spectacle has peaked our interest. CG Young Will Smith looks GREAT. https://t.co/pSscZAV8rd ,GeminiMan,GeminiMan
1120779167149240323,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 19:59:11 +0000 2019,23,The FULL Review embargo for #AvengersEndgame lifts in 2 HOURS (6PM ET/5PM CT/3PM PT). https://t.co/RgZwpzW0W2 ,AvengersEndgame,AvengersEndgame
1120757558828990464,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 18:33:19 +0000 2019,9,#DontSpoilTheEndgame https://t.co/eZUk9rZYSz ,DontSpoilTheEndgame,DontSpoilTheEndgame
1120748067786039296,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 17:55:36 +0000 2019,81,BOX OFFICE: #AvengersEndgame just SHATTERED the Midnight Preview record in China with an estimated $26.2 million| demolishing the previous record holder 'FATE OF THE FURIOUS' ($9M).||We are looking at an unprecedented opening in the Middle Kingdom. Stay tuned... https://t.co/mTf6YDlFx4 ,AvengersEndgame,AvengersEndgame
1120738108289486848,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 17:16:01 +0000 2019,15, You're Quite The Fighter| Gamora  (AVENGERS: INFINITY WAR| 2018)||The heartbreaking &amp; shocking origin of Thanos &amp; Gamora's father/daughter relationship. Gamora's home planet is decimated at the hands of the Mad Titan| but she is spared.  Evil  shows mercy... #RoadToEndgame https://t.co/tmZtKPwGPj ,RoadToEndgame,RoadToEndgame
1120718499796738048,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 15:58:06 +0000 2019,9, Return of Team Cap  (AVENGERS: INFINITY WAR| 2018)||One of the most crowd-pleasing| giddy| &amp; cheer-inducing scenes in the film. From the reveal of a grizzled Steve Rogers to the return of Widow &amp; Falcon| this moment kickstarts the core storyline on Earth... #RoadToEndgame https://t.co/OqaNc6aFRI ,RoadToEndgame,RoadToEndgame
1120718473175412736,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 15:58:00 +0000 2019,12, The Scotland Skirmish  - A Thread (AVENGERS: INFINITY WAR| 2018)||This unexpectedly shocking action sequence is beautifully shot| scored| and paced. Seeing these god-like beings use their power to their full potential is always a treat. A thoroughly intense fight. #RoadToEndgame https://t.co/UmEzOs880j ,RoadToEndgame,RoadToEndgame
1120693923700269056,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 14:20:27 +0000 2019,339,BREAKING: There are NO POST-CREDITS scenes at the end of #AvengersEndgame... https://t.co/i5LlKCIsTJ ,AvengersEndgame,AvengersEndgame
1120552132783038464,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 04:57:01 +0000 2019,29,Early Social Media Reactions for #AvengersEndgame have dropped &amp; we are instantly more hyped.||Critics &amp; audiences are praising the film as a  masterful epic |  emotional (some said they cried)| &amp;  hilarious . But EVERYONE is in awe by  the ending . FULL Reviews drop tomorrow... https://t.co/GOZxaf3RAK ,AvengersEndgame,AvengersEndgame
1120543808280760320,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 04:23:57 +0000 2019,23,The First Audiences have seen #AvengersEndgame &amp; are currently in the process of retrieving their phone and/or typing their reactions on their way out.||Stay tuned... https://t.co/i6T5y5wogX ,AvengersEndgame,AvengersEndgame
1120523668000530432,DR Movie News 🎥,DRMovieNews1,Tue Apr 23 03:03:55 +0000 2019,26,#AvengersEndgame social media embargo lifts in ONE HOUR! We will give the rundown of the reactions as they come in.||Stay tuned... https://t.co/LYk7AjHZYg ,AvengersEndgame,AvengersEndgame
1120445461024866305,DR Movie News 🎥,DRMovieNews1,Mon Apr 22 21:53:09 +0000 2019,14, The Guardians Meet Thor  (AVENGERS: INFINITY WAR| 2018)||The two core franchises finally collide. The Gunn-style wit of the team meeting Thor's Waititi-style humor| all wrapped up in an energetically directed scene. One of the most memorable scenes in the film... #RoadToEndgame https://t.co/JOgMQPfDmH ,RoadToEndgame,RoadToEndgame
1120442727504711681,DR Movie News 🎥,DRMovieNews1,Mon Apr 22 21:42:17 +0000 2019,17,BOX OFFICE: @boxofficemojo has increased their domestic theater count estimation for #AvengersEndgame from 4|400+ to a RECORD 4|600+ theaters nationwide.||In Comparison:|• DESPICABLE ME 3 (4|529) *previous record holder|• JURASSIC WORLD 2 (4|475)|• INFINITY WAR (4|474) https://t.co/4qvbemgfB5 ,AvengersEndgame,AvengersEndgame
1121474666638368769,Fandango,Fandango,Thu Apr 25 18:02:51 +0000 2019,30,Here's what #AvengersEndgame beat to get on the top of the all-time heap! https://t.co/61daVlxskj ,AvengersEndgame,AvengersEndgame
1121473952394534913,Fandango,Fandango,Thu Apr 25 18:00:00 +0000 2019,67,#AvengersEndgame has dethroned The Force Awakens in opening weekend pre-sales! https://t.co/9RFjGuO48s ,AvengersEndgame,AvengersEndgame
1121470174933032960,Fandango,Fandango,Thu Apr 25 17:45:00 +0000 2019,17,It’s all been leading to this. Be the first to see Marvel Studios’ #AvengersEndgame TONIGHT! Get tickets now! https://t.co/kxBtceIV24  #ad https://t.co/utLCGQ7sWv ,AvengersEndgame,AvengersEndgame
1121470174933032960,Fandango,Fandango,Thu Apr 25 17:45:00 +0000 2019,17,It’s all been leading to this. Be the first to see Marvel Studios’ #AvengersEndgame TONIGHT! Get tickets now! https://t.co/kxBtceIV24  #ad https://t.co/utLCGQ7sWv ,ad,ad
1121466402160832512,Fandango,Fandango,Thu Apr 25 17:30:00 +0000 2019,13,The first Avenger's name you see is who you're saving a seat for at the theater.|#AvengersEndgame https://t.co/h1AI37YzTA ,AvengersEndgame,AvengersEndgame
1121398454230638592,Fandango,Fandango,Thu Apr 25 13:00:00 +0000 2019,41,As his leading man follow-up to #BlackPanther| Chadwick Boseman closes down the #21Bridges that leave Manhattan for the Russo Brothers.||7.12.2019 https://t.co/YWgPNGv4y9 ,BlackPanther,BlackPanther
1121398454230638592,Fandango,Fandango,Thu Apr 25 13:00:00 +0000 2019,41,As his leading man follow-up to #BlackPanther| Chadwick Boseman closes down the #21Bridges that leave Manhattan for the Russo Brothers.||7.12.2019 https://t.co/YWgPNGv4y9 ,21Bridges,21Bridges
1121397081518645248,Fandango,Fandango,Thu Apr 25 12:54:33 +0000 2019,74,Joining #Bonds25 alongside Daniel Craig's James Bond is...||Rami Malek|Rory Kinnear|Dali Benssalah|Léa Seydoux|David Dencik|Billy Magnussen|Ana De Armas|Lashana Lynch|Naomie Harris|Ralph Fiennes|Ben Whishaw|Jeffrey Wright https://t.co/rXZ8szXU7z ,Bonds25,Bonds25
1121393878718771200,Fandango,Fandango,Thu Apr 25 12:41:49 +0000 2019,57,It's official| Rami Malek has joined the cast of #Bond25! https://t.co/Hnm16g1o4c ,Bond25,Bond25
1121318744561635332,Fandango,Fandango,Thu Apr 25 07:43:16 +0000 2019,27,Suits ✔ ✔|Sunglasses ✔✔ |Pawny ✔||#MIBInternational 6.14.2019 https://t.co/gGBAVc72xe ,MIBInternational,MIBInternational
1121309300234674176,Fandango,Fandango,Thu Apr 25 07:05:44 +0000 2019,36, Perfectly done.  The new #MenInBlack: International trailer gives us Pawny (voiced by @kumailn) who rightly dubs @TessaThompson_x  Queen  https://t.co/4lZszrpHDp ,MenInBlack,MenInBlack
1121168184986329088,Fandango,Fandango,Wed Apr 24 21:45:00 +0000 2019,153,When you're only 24 hours away from seeing #AvengersEndgame and the reviews have all been published... https://t.co/KNKwwa1NPv ,AvengersEndgame,AvengersEndgame
1121124616049553408,Fandango,Fandango,Wed Apr 24 18:51:52 +0000 2019,31,Chadwick Boseman's first movie he's led since #BlackPanther is #21Bridges| a cop thriller from a director of #GameofThrones https://t.co/mOCfN7JjcX ,BlackPanther,BlackPanther
1121124616049553408,Fandango,Fandango,Wed Apr 24 18:51:52 +0000 2019,31,Chadwick Boseman's first movie he's led since #BlackPanther is #21Bridges| a cop thriller from a director of #GameofThrones https://t.co/mOCfN7JjcX ,21Bridges,21Bridges
1121124616049553408,Fandango,Fandango,Wed Apr 24 18:51:52 +0000 2019,31,Chadwick Boseman's first movie he's led since #BlackPanther is #21Bridges| a cop thriller from a director of #GameofThrones https://t.co/mOCfN7JjcX ,GameofThrones,GameofThrones
1121120601874108416,Fandango,Fandango,Wed Apr 24 18:35:55 +0000 2019,27,Which Avenger are you most excited to see in #AvengersEndgame?||https://t.co/qQi9f70b3Q https://t.co/oEuwzhZcuS ,AvengersEndgame,AvengersEndgame
1121096211191205891,Fandango,Fandango,Wed Apr 24 16:59:00 +0000 2019,19, Did you just call me brah? ||This exclusive final trailer for #LongShot has @Sethrogen landing on cars| landing on floors| and landing loads of acclaim for @CharlizeAfrica and him. https://t.co/2zuBfZ74ml ,LongShot,LongShot
1121075344704819206,Fandango,Fandango,Wed Apr 24 15:36:05 +0000 2019,22,Our #AvengersEndgame premiere gallery includes Vin Diesel in a Groot-textured jacket| a surprise appearance from Natalie Portman| and some clutch infinity stone jewelry (plus #Avengers| of course). 👉https://t.co/20GZotACBf https://t.co/Hk9REErkyF ,AvengersEndgame,AvengersEndgame
1121075344704819206,Fandango,Fandango,Wed Apr 24 15:36:05 +0000 2019,22,Our #AvengersEndgame premiere gallery includes Vin Diesel in a Groot-textured jacket| a surprise appearance from Natalie Portman| and some clutch infinity stone jewelry (plus #Avengers| of course). 👉https://t.co/20GZotACBf https://t.co/Hk9REErkyF ,Avengers,Avengers
1121070335384637440,Fandango,Fandango,Wed Apr 24 15:16:11 +0000 2019,33, I made you look like a prince on the outside| but I didn't change anything on the inside.  #Aladdin pursues Jasmine in a fresh look at the new #AladdinMovie. https://t.co/yHmm1OwMIf ,Aladdin,Aladdin
1121070335384637440,Fandango,Fandango,Wed Apr 24 15:16:11 +0000 2019,33, I made you look like a prince on the outside| but I didn't change anything on the inside.  #Aladdin pursues Jasmine in a fresh look at the new #AladdinMovie. https://t.co/yHmm1OwMIf ,AladdinMovie,AladdinMovie
1121061816539287552,Fandango,Fandango,Wed Apr 24 14:42:20 +0000 2019,52,The original #Avengers assembled to make their handprints permanent outside the @ChineseTheatres. https://t.co/vGCxgbGhhs ,Avengers,Avengers
1120825749861048320,Fandango,Fandango,Tue Apr 23 23:04:17 +0000 2019,17,Will Smith gets fresh on the #GeminiMan poster||10.4.2019 https://t.co/BgxfsufBCv ,GeminiMan,GeminiMan
1120805236036259842,Fandango,Fandango,Tue Apr 23 21:42:46 +0000 2019,28,To clarify| with only a few days until release| #AvengersEndgame is on track to become the biggest pre-seller in our history. https://t.co/JMEIQzkEuz ,AvengersEndgame,AvengersEndgame
1120783148143579136,Fandango,Fandango,Tue Apr 23 20:15:00 +0000 2019,144,#AvengersEndgame is the fastest and biggest pre-seller in Fandango history and theaters continue to ADD showtimes to meet demand.||🎟️ https://t.co/qQi9f6IAci https://t.co/6fu5219AE6 ,AvengersEndgame,AvengersEndgame
1120735836356665344,Fandango,Fandango,Tue Apr 23 17:07:00 +0000 2019,73,Here are all of Paul Rudd and Jeremy Renner's wacky moments with us cut together; just like an MCU movie| we advise you watch until the very last second. #AvengersEndgame https://t.co/NOPHiBMUm2 ,AvengersEndgame,AvengersEndgame
1120688778438414337,Fandango,Fandango,Tue Apr 23 14:00:00 +0000 2019,158,#Godzilla's fight with Ghidorah goes straight for the neck in the final trailer for #GodzillaKingOfTheMonsters. https://t.co/i14jkTfh3A ,Godzilla,Godzilla
1120688778438414337,Fandango,Fandango,Tue Apr 23 14:00:00 +0000 2019,158,#Godzilla's fight with Ghidorah goes straight for the neck in the final trailer for #GodzillaKingOfTheMonsters. https://t.co/i14jkTfh3A ,GodzillaKingOfTheMonsters,GodzillaKingOfTheMonsters
1120685874843230209,Fandango,Fandango,Tue Apr 23 13:48:28 +0000 2019,92,Assassin Will Smith takes on a younger Will Smith in Ang Lee's #GeminiMan. Watch the first trailer: https://t.co/WL0DRA4iNU ,GeminiMan,GeminiMan
1120494466706620417,Fandango,Fandango,Tue Apr 23 01:07:53 +0000 2019,70,#AvengersEndgame  health test.||Which #SpiderMan are you right now? https://t.co/v5uAXBAL17 ,AvengersEndgame,AvengersEndgame
1120494466706620417,Fandango,Fandango,Tue Apr 23 01:07:53 +0000 2019,70,#AvengersEndgame  health test.||Which #SpiderMan are you right now? https://t.co/v5uAXBAL17 ,SpiderMan,SpiderMan
1120492040079454210,Fandango,Fandango,Tue Apr 23 00:58:14 +0000 2019,51,#AvengersEndgame will be seen for the first time tonight! World Premiere! We’re there! Look for social media reactions from critics tonight... 👀 https://t.co/JnWeIi8LPN ,AvengersEndgame,AvengersEndgame
1120429839792652289,Fandango,Fandango,Mon Apr 22 20:51:05 +0000 2019,13,#DoraAndTheLostCityOfGold  leads our family movie preview!||Check out all the family fun coming to theaters this summer.|🌞Summer Family Movie Preview 🌞 |👉 https://t.co/kkWredT4xd https://t.co/iLQ78UrTuf ,DoraAndTheLostCityOfGold,DoraAndTheLostCityOfGold
1120389503162703872,Fandango,Fandango,Mon Apr 22 18:10:48 +0000 2019,98,Hot from Quentin Tarantino's edit bay comes Leonardo DiCaprio in #OnceUponATimeInHollywood||See more from our |😎🌞Summer Movie Preview 🌞😎|👉https://t.co/Wx5OUtslUy https://t.co/atVRhrvxg3 ,OnceUponATimeInHollywood,OnceUponATimeInHollywood
1120384664084963329,Fandango,Fandango,Mon Apr 22 17:51:34 +0000 2019,19,#DetectivePikachu is on the case ( + a 🚖)|in our 😎🌞Summer Movie Preview 🌞😎🌞|👀 more 👉https://t.co/Wx5OUtaKvY https://t.co/2ecKTkFYTE ,DetectivePikachu,DetectivePikachu
1120382487819997184,Fandango,Fandango,Mon Apr 22 17:42:55 +0000 2019,31,#Godzilla takes on Ghidorah in our|😎🌞Summer Movie Preview 🌞😎🌞|👀 more 👉https://t.co/Wx5OUtaKvY https://t.co/UFyrPAp1a0 ,Godzilla,Godzilla
1120379718816030722,Fandango,Fandango,Mon Apr 22 17:31:55 +0000 2019,93,Keanu Reeves goes to a new level in #JohnWick3||😎🌞Summer Movie Preview 🌞😎🌞|👀 more 👉https://t.co/Wx5OUtaKvY https://t.co/ZNvDvwoqxv ,JohnWick3,JohnWick3
1120374625324548097,Fandango,Fandango,Mon Apr 22 17:11:40 +0000 2019,126,Chucky sets up a new game in the newest #ChildsPlayMovie ||Check out the hottest horror titles coming to theaters this summer in our 🌞🔪🌞Summer Movie Preview 🌞🔪🌞|https://t.co/Wx5OUtaKvY https://t.co/PT5bUcSUhE ,ChildsPlayMovie,ChildsPlayMovie
1120360904816619521,Fandango,Fandango,Mon Apr 22 16:17:09 +0000 2019,162,#CaptainMarvel's arrival to #Endgame ||https://t.co/wxcCjMqqmJ ,CaptainMarvel,CaptainMarvel
1120360904816619521,Fandango,Fandango,Mon Apr 22 16:17:09 +0000 2019,162,#CaptainMarvel's arrival to #Endgame ||https://t.co/wxcCjMqqmJ ,Endgame,Endgame
1120022385082552320,Fandango,Fandango,Sun Apr 21 17:52:00 +0000 2019,172,We're not in the #Endgame... yet https://t.co/Zg2xf3kLRZ ,Endgame,Endgame
1119990720041873408,Fandango,Fandango,Sun Apr 21 15:46:10 +0000 2019,8,The Curse of #LaLlorona snatched the top spot at the Easter box office with a $27M opening. https://t.co/cLohVltI3Y ,LaLlorona,LaLlorona
1119719388309938176,Fandango,Fandango,Sat Apr 20 21:48:00 +0000 2019,185,#AvengersEndgame health test.|Which #SpiderMan are you right now? https://t.co/3iBk3ynLo7 ,AvengersEndgame,AvengersEndgame
1119719388309938176,Fandango,Fandango,Sat Apr 20 21:48:00 +0000 2019,185,#AvengersEndgame health test.|Which #SpiderMan are you right now? https://t.co/3iBk3ynLo7 ,SpiderMan,SpiderMan
1119651692776239105,Fandango,Fandango,Sat Apr 20 17:19:00 +0000 2019,6,Your #AvengersEndgame ticket is waiting.||Purchase 3 participating @GeneralMills' boxes and upload receipt at https://t.co/c2jYXqwem2 to redeem your $13 ticket #ad https://t.co/KzR88XRbMw ,AvengersEndgame,AvengersEndgame
1119651692776239105,Fandango,Fandango,Sat Apr 20 17:19:00 +0000 2019,6,Your #AvengersEndgame ticket is waiting.||Purchase 3 participating @GeneralMills' boxes and upload receipt at https://t.co/c2jYXqwem2 to redeem your $13 ticket #ad https://t.co/KzR88XRbMw ,ad,ad
1119329849661775873,Fandango,Fandango,Fri Apr 19 20:00:06 +0000 2019,113,How do the #Avengers go to the movies?||@brielarson| @chrishemsworth| @DanaiGurira| @DonCheadle| @Russo_Brothers| @MarkRuffalo| @ChrisEvans| @karengillan and Scarlett Johansson give us tips that range from peyote to loitering| and Australian sweets that we don't have Stateside. https://t.co/fAvcFdhEuI ,Avengers,Avengers
1119299627579105280,Fandango,Fandango,Fri Apr 19 18:00:01 +0000 2019,105,#AvengeTheFallen! Choose the three dusted #Avengers who you'd bet on to defeat #Thanos.|#AvengersEndgame https://t.co/DvOp11p0iO ,AvengeTheFallen,AvengeTheFallen
1119299627579105280,Fandango,Fandango,Fri Apr 19 18:00:01 +0000 2019,105,#AvengeTheFallen! Choose the three dusted #Avengers who you'd bet on to defeat #Thanos.|#AvengersEndgame https://t.co/DvOp11p0iO ,Avengers,Avengers
1119299627579105280,Fandango,Fandango,Fri Apr 19 18:00:01 +0000 2019,105,#AvengeTheFallen! Choose the three dusted #Avengers who you'd bet on to defeat #Thanos.|#AvengersEndgame https://t.co/DvOp11p0iO ,Thanos,Thanos
1119299627579105280,Fandango,Fandango,Fri Apr 19 18:00:01 +0000 2019,105,#AvengeTheFallen! Choose the three dusted #Avengers who you'd bet on to defeat #Thanos.|#AvengersEndgame https://t.co/DvOp11p0iO ,AvengersEndgame,AvengersEndgame
1119284523613790208,Fandango,Fandango,Fri Apr 19 17:00:00 +0000 2019,15,Perfection can stuff it| y'all!||Tickets for #UglyDollsMovie—starring @kelly_clarkson| @NickJonas| | @JanelleMonae and more—are on sale NOW! https://t.co/ac2bO8vW1Y #ad https://t.co/MBKbTOa196 ,UglyDollsMovie,UglyDollsMovie
1119284523613790208,Fandango,Fandango,Fri Apr 19 17:00:00 +0000 2019,15,Perfection can stuff it| y'all!||Tickets for #UglyDollsMovie—starring @kelly_clarkson| @NickJonas| | @JanelleMonae and more—are on sale NOW! https://t.co/ac2bO8vW1Y #ad https://t.co/MBKbTOa196 ,ad,ad
1119269427613028352,Fandango,Fandango,Fri Apr 19 16:00:01 +0000 2019,103, The world of the Continental is more explored this time.  ~ Ian McShane||#JohnWick3 is adding levels to the assassin hotel's lore! | 🎟️🎟️🎟️https://t.co/JxPLBXph9Q https://t.co/SawJVqZquI ,JohnWick3,JohnWick3
1119097851575881730,Fandango,Fandango,Fri Apr 19 04:38:14 +0000 2019,32,2019| the year of movie cats...|#ToyStory4 👇 the latest https://t.co/bo8vfMS1Xm ,ToyStory4,ToyStory4
1121480746781143041,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 18:27:00 +0000 2019,28,The world's not going to save itself. #MIBInternational arrives June 14th. https://t.co/7xrssKV1iQ ,MIBInternational,MIBInternational
1121469420755476481,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 17:42:00 +0000 2019,58,The first trailer for #Lucifer Season 4| coming May 8th. https://t.co/GFySkaolTV ,Lucifer,Lucifer
1121456773561323520,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 16:51:45 +0000 2019,193,The day has come. #AvengersEndgame is here. https://t.co/BAlcWgLYrl ,AvengersEndgame,AvengersEndgame
1121442039986413568,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 15:53:12 +0000 2019,548,Daniel Craig| Rami Malek| and the rest of the cast of the upcoming James Bond movie #Bond25 https://t.co/OLFiG8iHH5 ,Bond25,Bond25
1121432426192879616,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 15:15:00 +0000 2019,170, We are the Men in Black... The Men and Women in Black ||Tessa Thompson and Chris Hemsworth star in a new trailer for #MIBInternational https://t.co/TFzVbH1ZP6 ,MIBInternational,MIBInternational
1121419121835401217,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 14:22:08 +0000 2019,447,It's official| Rami Malek has joined the cast of #Bond25! https://t.co/KL50JLAmdm ,Bond25,Bond25
1121398704425062407,Rotten Tomatoes,RottenTomatoes,Thu Apr 25 13:01:00 +0000 2019,344,Chadwick Boseman locks down New York City in the first trailer for the Russo brothers new movie #21Bridges https://t.co/dsdlQdnq5u ,21Bridges,21Bridges
